invoice_id,vendor_id,vendor_state,vendor_tier,vendor_registration_date,vendor_age_years,disaster_program,category,item,unit,quantity,unit_price,reference_unit_price,price_deviation,total_amount,invoice_datetime,payment_mode,is_anomaly_test_label,anomaly_type_test_only
INV-006492,VEND-0079,Bihar,regular,2012-08-07,12.769,Maharashtra Drought Relief 2025,Food & Nutrition,Rice (kg),kg,194,37.4,37.7,-0.008,7255.6,2025-05-15 10:39:28,Bank Transfer (NEFT),0,
INV-006493,VEND-0015,West Bengal,regular,2015-07-11,10.305,Odisha Cyclone Relief 2025,WASH,Bleaching Powder (kg),kg,800,68.78,64.96,0.0588,55024,2025-10-30 9:37:24,Cheque,0,
INV-006494,VEND-0302,Himachal Pradesh,core,2016-04-30,9.032,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,7,626.07,622.49,0.0058,4382.49,2025-05-12 15:08:46,UPI,0,
INV-006495,VEND-0425,Bihar,regular,2022-10-07,3.734,Bihar Flood Relief 2026,Shelter & NFI,Sleeping Mat,unit,13,190.61,206.78,-0.0782,2477.93,2026-07-02 15:06:00,Bank Transfer (NEFT),0,
INV-006496,VEND-0242,Odisha,occasional,2020-11-23,5.676,Assam Flood Relief 2026,Shelter & NFI,Solar Lantern,unit,17,645.55,690.99,-0.0658,10974.35,2026-07-28 11:06:42,Cheque,0,
INV-006497,VEND-0015,West Bengal,regular,2015-07-11,10.984,Bihar Flood Relief 2026,WASH,Sanitary Napkin Pack,pack,86,56.36,58.75,-0.0407,4846.96,2026-07-05 9:08:41,UPI,0,
INV-006498,VEND-0462,Kerala,core,2018-02-12,7.786,Odisha Cyclone Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,4,8171.05,7474.95,0.0931,32684.2,2025-11-26 16:27:32,Cheque,0,
INV-006499,VEND-0307,Odisha,regular,2020-06-19,4.983,Maharashtra Drought Relief 2025,Medical & Health,First Aid Kit,kit,11,435.6,488.34,-0.108,4791.6,2025-06-13 10:23:35,Cheque,0,
INV-006500,VEND-0175,West Bengal,regular,2020-07-11,5.106,Kerala Landslide Relief 2025,Medical & Health,ORS + Zinc Kit,kit,7,37.87,40.1,-0.0556,265.09,2025-08-19 13:19:13,Bank Transfer (NEFT),0,
INV-006501,VEND-0589,Assam,regular,2023-03-30,2.667,Odisha Cyclone Relief 2025,Clothing & Bedding,Adult Clothing Set,set,4,474.72,407.09,0.1661,1898.88,2025-11-28 10:53:08,Bank Transfer (NEFT),0,
INV-006502,VEND-0543,Himachal Pradesh,occasional,2015-01-23,10.721,Kerala Landslide Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,4,615.77,650.24,-0.053,2463.08,2025-10-13 14:30:55,UPI,0,
INV-006503,VEND-0544,Himachal Pradesh,occasional,2022-11-05,2.691,Kerala Landslide Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,575,81.63,72.37,0.128,46937.25,2025-07-15 10:38:44,Bank Transfer (NEFT),0,
INV-006504,VEND-0352,Assam,regular,2015-05-31,9.848,Maharashtra Drought Relief 2025,Clothing & Bedding,Bedsheet,unit,70,213.61,205.93,0.0373,14952.7,2025-04-05 11:45:40,Bank Transfer (RTGS),0,
INV-006505,VEND-0005,Maharashtra,core,2019-03-16,7.261,Bihar Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,75,18.15,17.62,0.0301,1361.25,2026-06-19 9:31:38,UPI,0,
INV-006506,VEND-0166,Assam,regular,2020-02-14,5.451,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,21,96.57,90.86,0.0628,2027.97,2025-07-28 18:39:44,Cheque,0,
INV-006507,VEND-0227,Kerala,core,2016-09-17,9.78,Bihar Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,24,447.02,474.15,-0.0572,10728.48,2026-06-29 11:19:39,UPI,0,
INV-006508,VEND-0492,West Bengal,regular,2022-06-29,3.203,Assam Flood Relief 2025,Clothing & Bedding,Adult Clothing Set,set,53,443.89,395.26,0.123,23526.17,2025-09-11 7:49:16,Bank Transfer (NEFT),1,subtle_combination_anomaly
INV-006509,VEND-0647,Odisha,core,2019-12-12,6.557,Bihar Flood Relief 2026,Shelter & NFI,Family Tent,unit,63,3917.96,4171.08,-0.0607,246831.48,2026-07-03 11:02:17,Bank Transfer (NEFT),0,
INV-006510,VEND-0423,Maharashtra,core,2019-12-14,6.511,Assam Flood Relief 2026,Food & Nutrition,Ready-to-eat Meal Packet,packet,570,74.14,73.96,0.0024,42259.8,2026-06-18 21:25:56,UPI,0,
INV-006511,VEND-0273,Himachal Pradesh,core,2014-02-19,11.474,Kerala Landslide Relief 2025,WASH,Jerry Can 20L,unit,7,217.51,217.83,-0.0015,1522.57,2025-08-11 10:45:20,Bank Transfer (NEFT),0,
INV-006512,VEND-0032,Himachal Pradesh,occasional,2019-04-18,7.255,Assam Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,3,259.26,262.19,-0.0112,777.78,2026-07-20 9:45:12,Bank Transfer (NEFT),0,
INV-006513,VEND-0099,Assam,core,2023-08-21,2.828,Assam Flood Relief 2026,Food & Nutrition,Salt (kg),kg,865,20.75,20.53,0.0107,17948.75,2026-06-19 19:41:23,Bank Transfer (NEFT),0,
INV-006514,VEND-0404,Odisha,core,2017-12-01,8.556,Assam Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,11,429.96,431.54,-0.0037,4729.56,2026-06-22 13:47:23,UPI,0,
INV-006515,VEND-0281,Kerala,core,2016-05-17,9.489,Odisha Cyclone Relief 2025,WASH,Water Purification Tablet (strip),strip,563,17,17.31,-0.0179,9571,2025-11-12 19:58:40,UPI,0,
INV-006516,VEND-0446,West Bengal,occasional,2020-03-11,5.388,Maharashtra Drought Relief 2025,Food & Nutrition,Pulses/Dal (kg),kg,239,87.48,100.33,-0.1281,20907.72,2025-07-31 15:10:10,Bank Transfer (NEFT),0,
INV-006517,VEND-0228,Assam,regular,2020-03-02,5.385,Kerala Landslide Relief 2025,Clothing & Bedding,Children's Clothing Set,set,33,299.34,268.51,0.1148,9878.22,2025-07-21 8:19:56,Cheque,0,
INV-006518,VEND-0127,Maharashtra,regular,2018-06-11,6.773,Maharashtra Drought Relief 2025,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,27,1114.56,1043.46,0.0681,30093.12,2025-03-20 11:06:03,Bank Transfer (NEFT),0,
INV-006519,VEND-0555,Assam,core,2018-10-06,7.02,Kerala Landslide Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,5,619.84,600.37,0.0324,3099.2,2025-10-13 13:41:35,Bank Transfer (NEFT),0,
INV-006520,VEND-0063,Kerala,regular,2021-03-06,4.016,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,5,544.09,616.78,-0.1179,2720.45,2025-03-12 16:28:34,UPI,0,
INV-006521,VEND-0437,Bihar,core,2023-06-07,2.226,Assam Flood Relief 2025,Shelter & NFI,Solar Lantern,unit,17,597.59,631.71,-0.054,10159.03,2025-08-28 9:43:19,Bank Transfer (NEFT),0,
INV-006522,VEND-0109,Assam,core,2013-01-18,12.605,Assam Flood Relief 2025,Clothing & Bedding,Children's Clothing Set,set,200,288.17,282.45,0.0203,57634,2025-08-27 13:31:34,Bank Transfer (NEFT),0,
INV-006523,VEND-0584,Himachal Pradesh,regular,2020-11-20,5.634,Bihar Flood Relief 2026,Food & Nutrition,Sugar (kg),kg,122,47.55,52.63,-0.0965,5801.1,2026-07-10 19:41:52,UPI,0,
INV-006524,VEND-0385,Kerala,regular,2020-08-21,5.919,Bihar Flood Relief 2026,WASH,Bleaching Powder (kg),kg,384,70.51,68.52,0.029,27075.84,2026-07-23 9:45:35,Bank Transfer (RTGS),0,
INV-006525,VEND-0166,Assam,regular,2020-02-14,6.338,Bihar Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,10,250.88,241.22,0.04,2508.8,2026-06-17 4:51:55,Cheque,1,odd_hour_transaction
INV-006526,VEND-0473,Kerala,core,2023-07-24,2.094,Assam Flood Relief 2025,Logistics & Transport,Truck Hire (per trip),trip,3,7152.12,7194.95,-0.006,21456.36,2025-08-27 8:19:38,Bank Transfer (NEFT),0,
INV-006527,VEND-0508,Bihar,occasional,2023-10-04,2.746,Bihar Flood Relief 2026,Clothing & Bedding,Children's Clothing Set,set,17,248.89,273.65,-0.0905,4231.13,2026-07-03 8:20:56,Bank Transfer (RTGS),0,
INV-006528,VEND-0188,Assam,core,2023-01-25,3.392,Assam Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,9,578.04,597.09,-0.0319,5202.36,2026-06-17 14:35:50,UPI,0,
INV-006529,VEND-0559,Bihar,regular,2013-10-21,11.389,Maharashtra Drought Relief 2025,Medical & Health,ORS + Zinc Kit,kit,47,41.19,38.51,0.0696,1935.93,2025-03-12 14:58:17,Bank Transfer (RTGS),0,
INV-006530,VEND-0335,Kerala,core,2013-04-13,13.265,Himachal Cloudburst Relief 2026,Food & Nutrition,Salt (kg),kg,376,21.64,21.7,-0.0028,8136.64,2026-07-19 13:54:40,Cheque,0,
INV-006531,VEND-0626,Assam,regular,2016-05-26,10.084,Bihar Flood Relief 2026,Logistics & Transport,Diesel (litre),litre,126,104.67,101.86,0.0276,13188.42,2026-06-26 15:47:30,Bank Transfer (NEFT),0,
INV-006532,VEND-0461,Kerala,regular,2020-12-10,5.607,Assam Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,24,712.97,697.11,0.0228,17111.28,2026-07-20 16:12:50,UPI,0,
INV-006533,VEND-0063,Kerala,regular,2021-03-06,4.167,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,262,94.28,103.2,-0.0864,24701.36,2025-05-06 12:46:46,Bank Transfer (NEFT),0,
INV-006534,VEND-0130,Himachal Pradesh,regular,2021-08-07,4.835,Bihar Flood Relief 2026,Shelter & NFI,Rope (50m coil),coil,48,273.76,292.73,-0.0648,13140.48,2026-06-08 11:01:08,Bank Transfer (NEFT),0,
INV-006535,VEND-0368,Maharashtra,regular,2014-01-12,12.561,Bihar Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,20,220.38,250.78,-0.1212,4407.6,2026-08-05 10:16:36,Bank Transfer (NEFT),0,
INV-006536,VEND-0422,Himachal Pradesh,core,2017-12-29,8.605,Himachal Cloudburst Relief 2026,Medical & Health,First Aid Kit,kit,12,0.5,581.78,-0.9991,6,2026-08-07 8:11:50,Bank Transfer (RTGS),1,high_price_deviation
INV-006537,VEND-0473,Kerala,core,2023-07-24,2.018,Kerala Landslide Relief 2025,Logistics & Transport,Diesel (litre),litre,732,104.39,102.57,0.0177,76413.48,2025-07-30 20:53:41,UPI,0,
INV-006538,VEND-0095,Odisha,regular,2020-01-17,5.593,Assam Flood Relief 2025,WASH,Bathing Soap,unit,98,26.89,29.08,-0.0753,2635.22,2025-08-21 14:45:17,Bank Transfer (NEFT),0,
INV-006539,VEND-0026,Odisha,regular,2025-08-01,0.203,Assam Flood Relief 2025,Food & Nutrition,Cooking Oil (litre),litre,316,159.47,145.64,0.095,50392.52,2025-10-14 12:41:56,UPI,0,
INV-006540,VEND-0292,Kerala,core,2018-10-29,6.401,Maharashtra Drought Relief 2025,Shelter & NFI,Rope (50m coil),coil,60,277.53,280.68,-0.0112,16651.8,2025-03-24 15:52:27,Bank Transfer (NEFT),0,
INV-006541,VEND-0287,Himachal Pradesh,core,2023-09-02,1.922,Maharashtra Drought Relief 2025,Medical & Health,First Aid Kit,kit,69,513.59,527.04,-0.0255,35437.71,2025-08-04 10:31:01,Bank Transfer (NEFT),0,
INV-006542,VEND-0153,Assam,core,2013-10-09,11.765,Assam Flood Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,987,68.29,69.7,-0.0202,67402.23,2025-07-15 11:12:54,UPI,0,
INV-006543,VEND-0281,Kerala,core,2016-05-17,10.19,Assam Flood Relief 2026,WASH,Bleaching Powder (kg),kg,211,69.88,70.83,-0.0134,14744.68,2026-07-26 9:40:37,Bank Transfer (RTGS),0,
INV-006544,VEND-0435,West Bengal,core,2013-03-26,12.589,Odisha Cyclone Relief 2025,WASH,Sanitary Napkin Pack,pack,614,55.87,57.35,-0.0258,34304.18,2025-10-27 11:12:24,UPI,0,
INV-006545,VEND-0448,Kerala,regular,2012-09-02,13.889,Himachal Cloudburst Relief 2026,WASH,Jerry Can 20L,unit,29,205.98,206.85,-0.0042,5973.42,2026-07-24 16:51:42,Bank Transfer (NEFT),0,
INV-006546,VEND-0580,Assam,regular,2017-11-12,7.978,Odisha Cyclone Relief 2025,Medical & Health,Paracetamol Strip (10 tabs),strip,169,13.15,12.98,0.0131,2222.35,2025-11-04 4:01:22,Bank Transfer (NEFT),1,odd_hour_transaction
INV-006547,VEND-0292,Kerala,core,2018-10-29,7.055,Odisha Cyclone Relief 2025,Shelter & NFI,Blanket,unit,63,356.38,362.37,-0.0165,22451.94,2025-11-18 11:32:50,UPI,0,
INV-006548,VEND-0337,Odisha,core,2023-10-12,2.812,Bihar Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,10,42.91,42.2,0.0168,429.1,2026-08-04 12:21:54,Bank Transfer (RTGS),0,
INV-006549,VEND-0328,Maharashtra,regular,2019-02-27,7.422,Assam Flood Relief 2026,Shelter & NFI,Solar Lantern,unit,5,690.86,753.4,-0.083,3454.3,2026-07-31 11:57:59,Bank Transfer (NEFT),0,
INV-006550,VEND-0608,Odisha,core,2013-11-19,12.706,Himachal Cloudburst Relief 2026,Clothing & Bedding,Adult Clothing Set,set,11,405.08,409.66,-0.0112,4455.88,2026-08-04 7:58:25,Bank Transfer (NEFT),0,
INV-006551,VEND-0098,Maharashtra,core,2014-05-18,12.2,Himachal Cloudburst Relief 2026,Food & Nutrition,Wheat Flour (kg),kg,20,33.17,35.77,-0.0727,663.4,2026-07-30 12:02:15,UPI,0,
INV-006552,VEND-0360,Odisha,regular,2015-06-27,11.091,Assam Flood Relief 2026,Food & Nutrition,Sugar (kg),kg,596,47.68,45.64,0.0447,28417.28,2026-07-30 18:06:10,Bank Transfer (NEFT),0,
INV-006553,VEND-0109,Assam,core,2013-01-18,12.413,Assam Flood Relief 2025,Clothing & Bedding,Bedsheet,unit,31,196.74,200.89,-0.0207,6098.94,2025-06-18 19:05:59,UPI,0,
INV-006554,VEND-0203,Odisha,regular,2018-04-06,8.214,Assam Flood Relief 2026,Logistics & Transport,Porter/Loading Labour (per day),day,2,568.65,555.52,0.0236,1137.3,2026-06-23 14:24:23,Bank Transfer (NEFT),0,
INV-006555,VEND-0148,West Bengal,regular,2022-05-24,4.17,Assam Flood Relief 2026,Food & Nutrition,Cooking Oil (litre),litre,440,165.77,144.73,0.1454,72938.8,2026-07-25 18:37:33,Bank Transfer (RTGS),0,
INV-006556,VEND-0419,Kerala,regular,2026-04-01,0.342,Himachal Cloudburst Relief 2026,Medical & Health,Antiseptic Solution 500ml,bottle,12,94.07,99.36,-0.0532,1128.84,2026-08-04 11:09:19,Bank Transfer (NEFT),0,
INV-006557,VEND-0197,Bihar,regular,2017-08-22,8.884,Assam Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,18,646.87,638.68,0.0128,11643.66,2026-07-11 10:26:12,Bank Transfer (NEFT),0,
INV-006558,VEND-0413,West Bengal,core,2021-01-23,4.246,Maharashtra Drought Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,377,73.37,72.04,0.0185,27660.49,2025-04-23 10:24:27,Bank Transfer (NEFT),0,
INV-006559,VEND-0254,Maharashtra,regular,2020-06-06,6.146,Assam Flood Relief 2026,Clothing & Bedding,Bedsheet,unit,111,234.24,216.12,0.0838,26000.64,2026-07-30 12:33:58,UPI,0,
INV-006560,VEND-0437,Bihar,core,2023-06-07,3.034,Assam Flood Relief 2026,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,286,995.71,980.48,0.0155,284773.06,2026-06-19 13:26:17,Cheque,0,
INV-006561,VEND-0289,West Bengal,regular,2022-02-17,3.485,Assam Flood Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,90,385.52,424.33,-0.0915,34696.8,2025-08-13 12:56:22,Bank Transfer (NEFT),0,
INV-006562,VEND-0344,Maharashtra,regular,2017-08-03,8.909,Bihar Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,11,476.66,459.94,0.0364,5243.26,2026-07-01 7:47:47,Bank Transfer (NEFT),0,
INV-006563,VEND-0600,Kerala,regular,2020-03-14,6.437,Himachal Cloudburst Relief 2026,Shelter & NFI,Family Tent,unit,26,4889.37,4880.47,0.0018,127123.62,2026-08-21 15:19:58,Bank Transfer (RTGS),0,
INV-006564,VEND-0511,Odisha,core,2025-09-28,0.129,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,5,579.89,570.84,0.0159,2899.45,2025-11-14 12:00:32,Bank Transfer (NEFT),0,
INV-006565,VEND-0530,West Bengal,regular,2017-10-20,8.698,Assam Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,61,244.14,235.79,0.0354,14892.54,2026-07-02 13:16:37,UPI,0,
INV-006566,VEND-0009,Kerala,core,2015-12-24,9.539,Maharashtra Drought Relief 2025,Clothing & Bedding,Children's Clothing Set,set,9,267.87,287.73,-0.069,2410.83,2025-07-08 19:01:31,UPI,0,
INV-006567,VEND-0164,Assam,core,2026-01-19,0,Odisha Cyclone Relief 2025,Clothing & Bedding,Winter Jacket,unit,96,703.09,689.83,0.0192,67496.64,2026-01-19 18:22:59,Bank Transfer (NEFT),0,
INV-006568,VEND-0643,West Bengal,core,2020-11-27,4.654,Maharashtra Drought Relief 2025,WASH,Bleaching Powder (kg),kg,278,62.75,59.9,0.0476,17444.5,2025-07-24 12:32:38,UPI,0,
INV-006569,VEND-0421,Assam,regular,2023-09-01,2.185,Odisha Cyclone Relief 2025,WASH,Jerry Can 20L,unit,10,201.06,197.43,0.0184,2010.6,2025-11-07 19:58:33,Bank Transfer (NEFT),0,
INV-006570,VEND-0608,Odisha,core,2013-11-19,12.578,Assam Flood Relief 2026,Clothing & Bedding,Winter Jacket,unit,53,661.9,647.24,0.0227,35080.7,2026-06-18 14:28:02,UPI,0,
INV-006571,VEND-0079,Bihar,regular,2012-08-07,13.07,Assam Flood Relief 2025,Logistics & Transport,Diesel (litre),litre,330,82.17,90.77,-0.0947,27116.1,2025-09-02 21:41:06,Bank Transfer (RTGS),0,
INV-006572,VEND-0559,Bihar,regular,2013-10-21,12.698,Assam Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,15,45.08,41.2,0.0942,676.2,2026-07-03 11:20:20,Bank Transfer (RTGS),0,
INV-006573,VEND-0095,Odisha,regular,2020-01-17,5.577,Assam Flood Relief 2025,WASH,Bathing Soap,unit,16,29.28,29.01,0.0093,468.48,2025-08-15 11:54:07,Bank Transfer (NEFT),0,
INV-006574,VEND-0069,West Bengal,core,2013-06-01,11.759,Maharashtra Drought Relief 2025,Food & Nutrition,Pulses/Dal (kg),kg,1299,92.46,98.63,-0.0626,120105.54,2025-03-05 11:33:30,Bank Transfer (NEFT),0,
INV-006575,VEND-0448,Kerala,regular,2012-09-02,13.862,Bihar Flood Relief 2026,WASH,Jerry Can 20L,unit,4,205.24,209.24,-0.0191,820.96,2026-07-14 12:31:33,Bank Transfer (NEFT),0,
INV-006576,VEND-0364,Bihar,core,2018-08-01,7.261,Odisha Cyclone Relief 2025,Clothing & Bedding,Bedsheet,unit,40,199.57,192.63,0.036,7982.8,2025-11-04 15:32:33,Bank Transfer (NEFT),0,
INV-006577,VEND-0187,Odisha,regular,2016-01-26,10.516,Bihar Flood Relief 2026,Logistics & Transport,Truck Hire (per trip),trip,3,6439.85,6910.15,-0.0681,19319.55,2026-08-02 12:16:02,UPI,0,
INV-006578,VEND-0595,Assam,core,2016-04-17,10.207,Bihar Flood Relief 2026,Medical & Health,Disposable Gloves (box of 100),box,24,247.72,244.45,0.0134,5945.28,2026-07-02 17:05:22,Bank Transfer (RTGS),0,
INV-006579,VEND-0196,Bihar,regular,2014-05-18,10.875,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,22,84.92,84.41,0.006,1868.24,2025-04-02 12:02:37,Bank Transfer (NEFT),0,
INV-006580,VEND-0393,Maharashtra,regular,2022-08-02,2.631,Maharashtra Drought Relief 2025,Logistics & Transport,Diesel (litre),litre,617,107.65,99.59,0.0809,66420.05,2025-03-20 7:38:38,UPI,0,
INV-006581,VEND-0505,Assam,regular,2017-10-14,7.797,Maharashtra Drought Relief 2025,Medical & Health,ORS + Zinc Kit,kit,41,49.84,43.45,0.1471,2043.44,2025-08-01 7:39:36,Bank Transfer (RTGS),0,
INV-006582,VEND-0577,Odisha,occasional,2012-10-16,13.689,Assam Flood Relief 2026,WASH,Water Purification Tablet (strip),strip,221,15.15,15.84,-0.0436,3348.15,2026-06-25 11:52:01,Bank Transfer (NEFT),0,
INV-006583,VEND-0237,Odisha,regular,2014-02-23,11.064,Maharashtra Drought Relief 2025,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,25,404.68,400.6,0.0102,10117,2025-03-18 12:21:22,Bank Transfer (RTGS),0,
INV-006584,VEND-0423,Maharashtra,core,2019-12-14,5.618,Kerala Landslide Relief 2025,Food & Nutrition,Cooking Oil (litre),litre,540,154.9,153.89,0.0066,83646,2025-07-27 10:34:00,Cheque,0,
INV-006585,VEND-0537,West Bengal,regular,2015-02-06,11.389,Bihar Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,14,41.49,43.44,-0.0449,580.86,2026-06-28 10:43:14,Bank Transfer (NEFT),0,
INV-006586,VEND-0437,Bihar,core,2023-06-07,3.097,Assam Flood Relief 2026,Shelter & NFI,Solar Lantern,unit,30,670.27,683.69,-0.0196,20108.1,2026-07-12 15:44:16,Bank Transfer (NEFT),0,
INV-006587,VEND-0302,Himachal Pradesh,core,2016-04-30,9.443,Odisha Cyclone Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,5,646.53,647.23,-0.0011,3232.65,2025-10-09 11:25:25,Bank Transfer (RTGS),0,
INV-006588,VEND-0109,Assam,core,2013-01-18,12.602,Kerala Landslide Relief 2025,Clothing & Bedding,Children's Clothing Set,set,39,280.61,284.15,-0.0125,10943.79,2025-08-26 15:45:55,Bank Transfer (RTGS),0,
INV-006589,VEND-0129,Odisha,core,2016-07-21,9.906,Assam Flood Relief 2026,WASH,Jerry Can 20L,unit,16,203.84,196.04,0.0398,3261.44,2026-06-17 13:43:25,Bank Transfer (RTGS),0,
INV-006590,VEND-0313,Maharashtra,regular,2015-09-27,9.61,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,10,679.7,597.4,0.1378,6797,2025-05-07 8:57:05,UPI,0,
INV-006591,VEND-0033,Kerala,regular,2021-05-02,5.221,Himachal Cloudburst Relief 2026,WASH,Jerry Can 20L,unit,16,175.1,207.45,-0.1559,2801.6,2026-07-22 13:19:07,Bank Transfer (NEFT),0,
INV-006592,VEND-0268,Maharashtra,regular,2015-04-21,10.204,Assam Flood Relief 2025,Medical & Health,ORS + Zinc Kit,kit,40,119.86,44.69,1.682,4794.4,2025-07-04 18:24:29,Bank Transfer (NEFT),1,high_price_deviation
INV-006593,VEND-0259,West Bengal,core,2013-07-01,13.098,Assam Flood Relief 2026,Medical & Health,ORS + Zinc Kit,kit,49,41.54,42.52,-0.023,2035.46,2026-08-06 10:16:24,Bank Transfer (NEFT),0,
INV-006594,VEND-0220,Bihar,regular,2015-01-27,10.215,Maharashtra Drought Relief 2025,Logistics & Transport,Porter/Loading Labour (per day),day,2,565.68,553.24,0.0225,1131.36,2025-04-15 7:44:14,Bank Transfer (NEFT),0,
INV-006595,VEND-0100,Kerala,occasional,2021-05-21,5.114,Assam Flood Relief 2026,WASH,ORS Packet,packet,113,22.3,20.33,0.0969,2519.9,2026-07-02 12:15:18,UPI,0,
INV-006596,VEND-0584,Himachal Pradesh,regular,2020-11-20,4.808,Assam Flood Relief 2025,Food & Nutrition,Ready-to-eat Meal Packet,packet,635,68.81,74.82,-0.0803,43694.35,2025-09-11 14:47:46,UPI,0,
INV-006597,VEND-0255,Bihar,regular,2026-07-24,0.008,Himachal Cloudburst Relief 2026,Food & Nutrition,Cooking Oil (litre),litre,60,141.3,142.81,-0.0106,8478,2026-07-27 13:31:44,Bank Transfer (RTGS),0,
INV-006598,VEND-0005,Maharashtra,core,2019-03-16,7.409,Himachal Cloudburst Relief 2026,WASH,Sanitary Napkin Pack,pack,97,70.52,62.41,0.1299,6840.44,2026-08-12 13:48:57,Bank Transfer (NEFT),0,
INV-006599,VEND-0608,Odisha,core,2013-11-19,11.313,Maharashtra Drought Relief 2025,Clothing & Bedding,Winter Jacket,unit,90,658.85,637.47,0.0335,59296.5,2025-03-13 10:49:26,Cheque,0,
INV-006600,VEND-0350,Himachal Pradesh,core,2017-05-05,8.082,Maharashtra Drought Relief 2025,Medical & Health,Antiseptic Solution 500ml,bottle,31,108.26,95.87,0.1292,3356.06,2025-06-04 19:21:37,Bank Transfer (NEFT),1,subtle_combination_anomaly
INV-006601,VEND-0490,Himachal Pradesh,regular,2023-06-21,1.908,Maharashtra Drought Relief 2025,Shelter & NFI,Tarpaulin Sheet (18x12ft),unit,63,1148.7,1117.8,0.0276,72368.1,2025-05-18 13:04:59,Bank Transfer (NEFT),0,
INV-006602,VEND-0449,Himachal Pradesh,core,2018-06-16,7.088,Maharashtra Drought Relief 2025,Food & Nutrition,Sugar (kg),kg,81,47.91,48.63,-0.0148,3880.71,2025-07-18 21:11:50,Bank Transfer (RTGS),0,
INV-006603,VEND-0422,Himachal Pradesh,core,2017-12-29,7.811,Assam Flood Relief 2025,Medical & Health,First Aid Kit,kit,23,520.94,558.02,-0.0664,11981.62,2025-10-21 9:13:47,Bank Transfer (RTGS),0,
INV-006604,VEND-0203,Odisha,regular,2018-04-06,8.249,Assam Flood Relief 2026,Logistics & Transport,Packaging Sacks (bundle of 50),bundle,22,452.44,433.65,0.0433,9953.68,2026-07-06 11:24:29,UPI,0,
INV-006605,VEND-0258,Himachal Pradesh,core,2012-08-03,12.698,Maharashtra Drought Relief 2025,Shelter & NFI,Rope (50m coil),coil,60,275.96,274.69,0.0046,16557.6,2025-04-15 10:43:39,UPI,0,
